product_name,period,vintage,publication_date,price_type,price,yearID,monthID,dayID
Ethanol RIN,Current Year,2010,3/8/10,average,0.0125,2010,3,8
Ethanol RIN,Current Year,2010,3/9/10,average,0.0165,2010,3,9
Ethanol RIN,Current Year,2010,3/10/10,average,0.0275,2010,3,10
Ethanol RIN,Current Year,2010,3/11/10,average,0.02875,2010,3,11
Ethanol RIN,Current Year,2010,3/12/10,average,0.03,2010,3,12
Ethanol RIN,Current Year,2010,3/15/10,average,0.025,2010,3,15
Ethanol RIN,Current Year,2010,3/16/10,average,0.025,2010,3,16
Ethanol RIN,Current Year,2010,3/17/10,average,0.02375,2010,3,17
Ethanol RIN,Current Year,2010,3/18/10,average,0.02325,2010,3,18
Ethanol RIN,Current Year,2010,3/19/10,average,0.02125,2010,3,19
Ethanol RIN,Current Year,2010,3/22/10,average,0.0225,2010,3,22
Ethanol RIN,Current Year,2010,3/23/10,average,0.025,2010,3,23
Ethanol RIN,Current Year,2010,3/24/10,average,0.02375,2010,3,24
Ethanol RIN,Current Year,2010,3/25/10,average,0.015,2010,3,25
Ethanol RIN,Current Year,2010,3/26/10,average,0.01875,2010,3,26
Ethanol RIN,Current Year,2010,3/29/10,average,0.01625,2010,3,29
Ethanol RIN,Current Year,2010,3/30/10,average,0.015,2010,3,30
Ethanol RIN,Current Year,2010,3/31/10,average,0.015,2010,3,31
Ethanol RIN,Current Year,2010,4/1/10,average,0.013,2010,4,1
Ethanol RIN,Current Year,2010,4/5/10,average,0.0135,2010,4,5
Ethanol RIN,Current Year,2010,4/6/10,average,0.0115,2010,4,6
Ethanol RIN,Current Year,2010,4/7/10,average,0.01,2010,4,7
Ethanol RIN,Current Year,2010,4/8/10,average,0.01,2010,4,8
Ethanol RIN,Current Year,2010,4/9/10,average,0.009,2010,4,9
Ethanol RIN,Current Year,2010,4/12/10,average,0.009,2010,4,12
Ethanol RIN,Current Year,2010,4/13/10,average,0.01,2010,4,13
Ethanol RIN,Current Year,2010,4/14/10,average,0.01,2010,4,14
Ethanol RIN,Current Year,2010,4/15/10,average,0.0085,2010,4,15
Ethanol RIN,Current Year,2010,4/16/10,average,0.0085,2010,4,16
Ethanol RIN,Current Year,2010,4/19/10,average,0.0085,2010,4,19
Ethanol RIN,Current Year,2010,4/20/10,average,0.01,2010,4,20
Ethanol RIN,Current Year,2010,4/21/10,average,0.01,2010,4,21
Ethanol RIN,Current Year,2010,4/22/10,average,0.01,2010,4,22
Ethanol RIN,Current Year,2010,4/23/10,average,0.01,2010,4,23
Ethanol RIN,Current Year,2010,4/26/10,average,0.01,2010,4,26
Ethanol RIN,Current Year,2010,4/27/10,average,0.01,2010,4,27
Ethanol RIN,Current Year,2010,4/28/10,average,0.0075,2010,4,28
Ethanol RIN,Current Year,2010,4/29/10,average,0.0075,2010,4,29
Ethanol RIN,Current Year,2010,4/30/10,average,0.0075,2010,4,30
Ethanol RIN,Current Year,2010,5/3/10,average,0.0085,2010,5,3
Ethanol RIN,Current Year,2010,5/4/10,average,0.00825,2010,5,4
Ethanol RIN,Current Year,2010,5/5/10,average,0.008,2010,5,5
Ethanol RIN,Current Year,2010,5/6/10,average,0.0085,2010,5,6
Ethanol RIN,Current Year,2010,5/7/10,average,0.0085,2010,5,7
Ethanol RIN,Current Year,2010,5/10/10,average,0.0085,2010,5,10
Ethanol RIN,Current Year,2010,5/11/10,average,0.0075,2010,5,11
Ethanol RIN,Current Year,2010,5/12/10,average,0.00825,2010,5,12
Ethanol RIN,Current Year,2010,5/13/10,average,0.00875,2010,5,13
Ethanol RIN,Current Year,2010,5/14/10,average,0.0085,2010,5,14
Ethanol RIN,Current Year,2010,5/17/10,average,0.0075,2010,5,17
Ethanol RIN,Current Year,2010,5/18/10,average,0.00775,2010,5,18
Ethanol RIN,Current Year,2010,5/19/10,average,0.0075,2010,5,19
Ethanol RIN,Current Year,2010,5/20/10,average,0.0065,2010,5,20
Ethanol RIN,Current Year,2010,5/21/10,average,0.0065,2010,5,21
Ethanol RIN,Current Year,2010,5/24/10,average,0.0065,2010,5,24
Ethanol RIN,Current Year,2010,5/25/10,average,0.00775,2010,5,25
Ethanol RIN,Current Year,2010,5/26/10,average,0.00775,2010,5,26
Ethanol RIN,Current Year,2010,5/27/10,average,0.007,2010,5,27
Ethanol RIN,Current Year,2010,5/28/10,average,0.007,2010,5,28
Ethanol RIN,Current Year,2010,6/1/10,average,0.007,2010,6,1
Ethanol RIN,Current Year,2010,6/2/10,average,0.00725,2010,6,2
Ethanol RIN,Current Year,2010,6/3/10,average,0.00725,2010,6,3
Ethanol RIN,Current Year,2010,6/4/10,average,0.0065,2010,6,4
Ethanol RIN,Current Year,2010,6/7/10,average,0.006,2010,6,7
Ethanol RIN,Current Year,2010,6/8/10,average,0.00625,2010,6,8
Ethanol RIN,Current Year,2010,6/9/10,average,0.0065,2010,6,9
Ethanol RIN,Current Year,2010,6/10/10,average,0.0065,2010,6,10
Ethanol RIN,Current Year,2010,6/11/10,average,0.0065,2010,6,11
Ethanol RIN,Current Year,2010,6/14/10,average,0.0065,2010,6,14
Ethanol RIN,Current Year,2010,6/15/10,average,0.00525,2010,6,15
Ethanol RIN,Current Year,2010,6/16/10,average,0.00575,2010,6,16
Ethanol RIN,Current Year,2010,6/17/10,average,0.005,2010,6,17
Ethanol RIN,Current Year,2010,6/18/10,average,0.005,2010,6,18
Ethanol RIN,Current Year,2010,6/21/10,average,0.00575,2010,6,21
Ethanol RIN,Current Year,2010,6/22/10,average,0.00525,2010,6,22
Ethanol RIN,Current Year,2010,6/23/10,average,0.0035,2010,6,23
Ethanol RIN,Current Year,2010,6/24/10,average,0.0035,2010,6,24
Ethanol RIN,Current Year,2010,6/25/10,average,0.005,2010,6,25
Ethanol RIN,Current Year,2010,6/28/10,average,0.0035,2010,6,28
Ethanol RIN,Current Year,2010,6/29/10,average,0.0035,2010,6,29
Ethanol RIN,Current Year,2010,6/30/10,average,0.0035,2010,6,30
Ethanol RIN,Current Year,2010,7/1/10,average,0.00325,2010,7,1
Ethanol RIN,Current Year,2010,7/2/10,average,0.004,2010,7,2
Ethanol RIN,Current Year,2010,7/6/10,average,0.0035,2010,7,6
Ethanol RIN,Current Year,2010,7/7/10,average,0.0035,2010,7,7
Ethanol RIN,Current Year,2010,7/8/10,average,0.0055,2010,7,8
Ethanol RIN,Current Year,2010,7/9/10,average,0.004,2010,7,9
Ethanol RIN,Current Year,2010,7/12/10,average,0.004,2010,7,12
Ethanol RIN,Current Year,2010,7/13/10,average,0.004,2010,7,13
Ethanol RIN,Current Year,2010,7/14/10,average,0.00375,2010,7,14
Ethanol RIN,Current Year,2010,7/15/10,average,0.004,2010,7,15
Ethanol RIN,Current Year,2010,7/16/10,average,0.004,2010,7,16
Ethanol RIN,Current Year,2010,7/19/10,average,0.004,2010,7,19
Ethanol RIN,Current Year,2010,7/20/10,average,0.004,2010,7,20
Ethanol RIN,Current Year,2010,7/21/10,average,0.005,2010,7,21
Ethanol RIN,Current Year,2010,7/22/10,average,0.0055,2010,7,22
Ethanol RIN,Current Year,2010,7/23/10,average,0.005,2010,7,23
Ethanol RIN,Current Year,2010,7/26/10,average,0.00575,2010,7,26
Ethanol RIN,Current Year,2010,7/27/10,average,0.00475,2010,7,27
Ethanol RIN,Current Year,2010,7/28/10,average,0.00475,2010,7,28
Ethanol RIN,Current Year,2010,7/29/10,average,0.00475,2010,7,29
Ethanol RIN,Current Year,2010,7/30/10,average,0.00575,2010,7,30
Ethanol RIN,Current Year,2010,8/2/10,average,0.005,2010,8,2
Ethanol RIN,Current Year,2010,8/3/10,average,0.005,2010,8,3
Ethanol RIN,Current Year,2010,8/4/10,average,0.006,2010,8,4
Ethanol RIN,Current Year,2010,8/5/10,average,0.006,2010,8,5
Ethanol RIN,Current Year,2010,8/6/10,average,0.006,2010,8,6
Ethanol RIN,Current Year,2010,8/9/10,average,0.006,2010,8,9
Ethanol RIN,Current Year,2010,8/10/10,average,0.006,2010,8,10
Ethanol RIN,Current Year,2010,8/11/10,average,0.006,2010,8,11
Ethanol RIN,Current Year,2010,8/12/10,average,0.006,2010,8,12
Ethanol RIN,Current Year,2010,8/13/10,average,0.0065,2010,8,13
Ethanol RIN,Current Year,2010,8/16/10,average,0.00725,2010,8,16
Ethanol RIN,Current Year,2010,8/17/10,average,0.0075,2010,8,17
Ethanol RIN,Current Year,2010,8/18/10,average,0.0075,2010,8,18
Ethanol RIN,Current Year,2010,8/19/10,average,0.0075,2010,8,19
Ethanol RIN,Current Year,2010,8/20/10,average,0.0075,2010,8,20
Ethanol RIN,Current Year,2010,8/23/10,average,0.008,2010,8,23
Ethanol RIN,Current Year,2010,8/24/10,average,0.008,2010,8,24
Ethanol RIN,Current Year,2010,8/25/10,average,0.00775,2010,8,25
Ethanol RIN,Current Year,2010,8/26/10,average,0.00775,2010,8,26
Ethanol RIN,Current Year,2010,8/27/10,average,0.00775,2010,8,27
Ethanol RIN,Current Year,2010,8/30/10,average,0.00775,2010,8,30
Ethanol RIN,Current Year,2010,8/31/10,average,0.00875,2010,8,31
Ethanol RIN,Current Year,2010,9/1/10,average,0.00875,2010,9,1
Ethanol RIN,Current Year,2010,9/2/10,average,0.009,2010,9,2
Ethanol RIN,Current Year,2010,9/3/10,average,0.00925,2010,9,3
Ethanol RIN,Current Year,2010,9/7/10,average,0.01,2010,9,7
Ethanol RIN,Current Year,2010,9/8/10,average,0.013,2010,9,8
Ethanol RIN,Current Year,2010,9/9/10,average,0.014,2010,9,9
Ethanol RIN,Current Year,2010,9/10/10,average,0.014,2010,9,10
Ethanol RIN,Current Year,2010,9/13/10,average,0.014,2010,9,13
Ethanol RIN,Current Year,2010,9/14/10,average,0.01625,2010,9,14
Ethanol RIN,Current Year,2010,9/15/10,average,0.0165,2010,9,15
Ethanol RIN,Current Year,2010,9/16/10,average,0.0165,2010,9,16
Ethanol RIN,Current Year,2010,9/17/10,average,0.02175,2010,9,17
Ethanol RIN,Current Year,2010,9/20/10,average,0.02325,2010,9,20
Ethanol RIN,Current Year,2010,9/21/10,average,0.035,2010,9,21
Ethanol RIN,Current Year,2010,9/22/10,average,0.03125,2010,9,22
Ethanol RIN,Current Year,2010,9/23/10,average,0.025,2010,9,23
Ethanol RIN,Current Year,2010,9/24/10,average,0.02375,2010,9,24
Ethanol RIN,Current Year,2010,9/27/10,average,0.0225,2010,9,27
Ethanol RIN,Current Year,2010,9/28/10,average,0.024,2010,9,28
Ethanol RIN,Current Year,2010,9/29/10,average,0.0225,2010,9,29
Ethanol RIN,Current Year,2010,9/30/10,average,0.015,2010,9,30
Ethanol RIN,Current Year,2010,10/1/10,average,0.015,2010,10,1
Ethanol RIN,Current Year,2010,10/4/10,average,0.01,2010,10,4
Ethanol RIN,Current Year,2010,10/5/10,average,0.0125,2010,10,5
Ethanol RIN,Current Year,2010,10/6/10,average,0.0125,2010,10,6
Ethanol RIN,Current Year,2010,10/7/10,average,0.0125,2010,10,7
Ethanol RIN,Current Year,2010,10/8/10,average,0.03,2010,10,8
Ethanol RIN,Current Year,2010,10/11/10,average,0.02,2010,10,11
Ethanol RIN,Current Year,2010,10/12/10,average,0.02,2010,10,12
Ethanol RIN,Current Year,2010,10/13/10,average,0.015,2010,10,13
Ethanol RIN,Current Year,2010,10/14/10,average,0.018,2010,10,14
Ethanol RIN,Current Year,2010,10/15/10,average,0.018,2010,10,15
Ethanol RIN,Current Year,2010,10/18/10,average,0.01875,2010,10,18
Ethanol RIN,Current Year,2010,10/19/10,average,0.015,2010,10,19
Ethanol RIN,Current Year,2010,10/20/10,average,0.0175,2010,10,20
Ethanol RIN,Current Year,2010,10/21/10,average,0.01825,2010,10,21
Ethanol RIN,Current Year,2010,10/22/10,average,0.0175,2010,10,22
Ethanol RIN,Current Year,2010,10/25/10,average,0.017,2010,10,25
Ethanol RIN,Current Year,2010,10/26/10,average,0.01925,2010,10,26
Ethanol RIN,Current Year,2010,10/27/10,average,0.0185,2010,10,27
Ethanol RIN,Current Year,2010,10/28/10,average,0.0215,2010,10,28
Ethanol RIN,Current Year,2010,10/29/10,average,0.02,2010,10,29
Ethanol RIN,Current Year,2010,11/1/10,average,0.0175,2010,11,1
Ethanol RIN,Current Year,2010,11/2/10,average,0.0185,2010,11,2
Ethanol RIN,Current Year,2010,11/3/10,average,0.0175,2010,11,3
Ethanol RIN,Current Year,2010,11/4/10,average,0.0175,2010,11,4
Ethanol RIN,Current Year,2010,11/5/10,average,0.0205,2010,11,5
Ethanol RIN,Current Year,2010,11/8/10,average,0.0205,2010,11,8
Ethanol RIN,Current Year,2010,11/9/10,average,0.0175,2010,11,9
Ethanol RIN,Current Year,2010,11/10/10,average,0.01875,2010,11,10
Ethanol RIN,Current Year,2010,11/11/10,average,0.01925,2010,11,11
Ethanol RIN,Current Year,2010,11/12/10,average,0.01925,2010,11,12
Ethanol RIN,Current Year,2010,11/15/10,average,0.01925,2010,11,15
Ethanol RIN,Current Year,2010,11/16/10,average,0.01625,2010,11,16
Ethanol RIN,Current Year,2010,11/17/10,average,0.015,2010,11,17
Ethanol RIN,Current Year,2010,11/18/10,average,0.01375,2010,11,18
Ethanol RIN,Current Year,2010,11/19/10,average,0.01125,2010,11,19
Ethanol RIN,Current Year,2010,11/22/10,average,0.015,2010,11,22
Ethanol RIN,Current Year,2010,11/23/10,average,0.015,2010,11,23
Ethanol RIN,Current Year,2010,11/24/10,average,0.015,2010,11,24
Ethanol RIN,Current Year,2010,11/29/10,average,0.013,2010,11,29
Ethanol RIN,Current Year,2010,11/30/10,average,0.0135,2010,11,30
Ethanol RIN,Current Year,2010,12/1/10,average,0.01125,2010,12,1
Ethanol RIN,Current Year,2010,12/2/10,average,0.015,2010,12,2
Ethanol RIN,Current Year,2010,12/3/10,average,0.01625,2010,12,3
Ethanol RIN,Current Year,2010,12/6/10,average,0.015,2010,12,6
Ethanol RIN,Current Year,2010,12/7/10,average,0.01675,2010,12,7
Ethanol RIN,Current Year,2010,12/8/10,average,0.01375,2010,12,8
Ethanol RIN,Current Year,2010,12/9/10,average,0.01375,2010,12,9
Ethanol RIN,Current Year,2010,12/10/10,average,0.01375,2010,12,10
Ethanol RIN,Current Year,2010,12/13/10,average,0.01,2010,12,13
Ethanol RIN,Current Year,2010,12/14/10,average,0.01,2010,12,14
Ethanol RIN,Current Year,2010,12/15/10,average,0.0125,2010,12,15
Ethanol RIN,Current Year,2010,12/16/10,average,0.009,2010,12,16
Ethanol RIN,Current Year,2010,12/17/10,average,0.00875,2010,12,17
Ethanol RIN,Current Year,2010,12/20/10,average,0.00875,2010,12,20
Ethanol RIN,Current Year,2010,12/21/10,average,0.01,2010,12,21
Ethanol RIN,Current Year,2010,12/22/10,average,0.00875,2010,12,22
Ethanol RIN,Current Year,2010,12/23/10,average,0.0075,2010,12,23
Ethanol RIN,Current Year,2010,12/27/10,average,0.01125,2010,12,27
Ethanol RIN,Current Year,2010,12/28/10,average,0.0075,2010,12,28
Ethanol RIN,Current Year,2010,12/29/10,average,0.0075,2010,12,29
Ethanol RIN,Current Year,2010,12/30/10,average,0.0075,2010,12,30
Ethanol RIN,Current Year,2010,12/31/10,average,0.0075,2010,12,31
Ethanol RIN,Current Year,2011,1/3/11,average,0.0075,2011,1,3
Ethanol RIN,Current Year,2011,1/4/11,average,0.00575,2011,1,4
Ethanol RIN,Current Year,2011,1/5/11,average,0.005,2011,1,5
Ethanol RIN,Current Year,2011,1/6/11,average,0.00625,2011,1,6
Ethanol RIN,Current Year,2011,1/7/11,average,0.00625,2011,1,7
Ethanol RIN,Current Year,2011,1/10/11,average,0.00625,2011,1,10
Ethanol RIN,Current Year,2011,1/11/11,average,0.005,2011,1,11
Ethanol RIN,Current Year,2011,1/12/11,average,0.005,2011,1,12
Ethanol RIN,Current Year,2011,1/13/11,average,0.0065,2011,1,13
Ethanol RIN,Current Year,2011,1/14/11,average,0.0065,2011,1,14
Ethanol RIN,Current Year,2011,1/18/11,average,0.0065,2011,1,18
Ethanol RIN,Current Year,2011,1/19/11,average,0.007,2011,1,19
Ethanol RIN,Current Year,2011,1/20/11,average,0.008,2011,1,20
Ethanol RIN,Current Year,2011,1/21/11,average,0.0065,2011,1,21
Ethanol RIN,Current Year,2011,1/24/11,average,0.0055,2011,1,24
Ethanol RIN,Current Year,2011,1/25/11,average,0.0065,2011,1,25
Ethanol RIN,Current Year,2011,1/26/11,average,0.006,2011,1,26
Ethanol RIN,Current Year,2011,1/27/11,average,0.0065,2011,1,27
Ethanol RIN,Current Year,2011,1/28/11,average,0.0065,2011,1,28
Ethanol RIN,Current Year,2011,1/31/11,average,0.0065,2011,1,31
Ethanol RIN,Current Year,2011,2/1/11,average,0.00675,2011,2,1
Ethanol RIN,Current Year,2011,2/2/11,average,0.008,2011,2,2
Ethanol RIN,Current Year,2011,2/3/11,average,0.00675,2011,2,3
Ethanol RIN,Current Year,2011,2/4/11,average,0.00625,2011,2,4
Ethanol RIN,Current Year,2011,2/7/11,average,0.00625,2011,2,7
Ethanol RIN,Current Year,2011,2/8/11,average,0.00625,2011,2,8
Ethanol RIN,Current Year,2011,2/9/11,average,0.0075,2011,2,9
Ethanol RIN,Current Year,2011,2/10/11,average,0.006,2011,2,10
Ethanol RIN,Current Year,2011,2/11/11,average,0.0045,2011,2,11
Ethanol RIN,Current Year,2011,2/14/11,average,0.0045,2011,2,14
Ethanol RIN,Current Year,2011,2/15/11,average,0.005,2011,2,15
Ethanol RIN,Current Year,2011,2/16/11,average,0.0025,2011,2,16
Ethanol RIN,Current Year,2011,2/17/11,average,0.003,2011,2,17
Ethanol RIN,Current Year,2011,2/18/11,average,0.00425,2011,2,18
Ethanol RIN,Current Year,2011,2/22/11,average,0.00425,2011,2,22
Ethanol RIN,Current Year,2011,2/23/11,average,0.0065,2011,2,23
Ethanol RIN,Current Year,2011,2/24/11,average,0.0055,2011,2,24
Ethanol RIN,Current Year,2011,2/25/11,average,0.0035,2011,2,25
Ethanol RIN,Current Year,2011,2/28/11,average,0.00175,2011,2,28
Ethanol RIN,Current Year,2011,3/1/11,average,0.01,2011,3,1
Ethanol RIN,Current Year,2011,3/2/11,average,0.0095,2011,3,2
Ethanol RIN,Current Year,2011,3/3/11,average,0.01125,2011,3,3
Ethanol RIN,Current Year,2011,3/4/11,average,0.01125,2011,3,4
Ethanol RIN,Current Year,2011,3/7/11,average,0.0105,2011,3,7
Ethanol RIN,Current Year,2011,3/8/11,average,0.0105,2011,3,8
Ethanol RIN,Current Year,2011,3/9/11,average,0.00925,2011,3,9
Ethanol RIN,Current Year,2011,3/10/11,average,0.0105,2011,3,10
Ethanol RIN,Current Year,2011,3/11/11,average,0.0105,2011,3,11
Ethanol RIN,Current Year,2011,3/14/11,average,0.01,2011,3,14
Ethanol RIN,Current Year,2011,3/15/11,average,0.01025,2011,3,15
Ethanol RIN,Current Year,2011,3/16/11,average,0.0095,2011,3,16
Ethanol RIN,Current Year,2011,3/17/11,average,0.00925,2011,3,17
Ethanol RIN,Current Year,2011,3/18/11,average,0.009,2011,3,18
Ethanol RIN,Current Year,2011,3/21/11,average,0.00925,2011,3,21
Ethanol RIN,Current Year,2011,3/22/11,average,0.0085,2011,3,22
Ethanol RIN,Current Year,2011,3/23/11,average,0.009,2011,3,23
Ethanol RIN,Current Year,2011,3/24/11,average,0.00875,2011,3,24
Ethanol RIN,Current Year,2011,3/25/11,average,0.0075,2011,3,25
Ethanol RIN,Current Year,2011,3/28/11,average,0.009,2011,3,28
Ethanol RIN,Current Year,2011,3/29/11,average,0.005,2011,3,29
Ethanol RIN,Current Year,2011,3/30/11,average,0.009,2011,3,30
Ethanol RIN,Current Year,2011,3/31/11,average,0.008,2011,3,31
Ethanol RIN,Current Year,2011,4/1/11,average,0.00725,2011,4,1
Ethanol RIN,Current Year,2011,4/4/11,average,0.00575,2011,4,4
Ethanol RIN,Current Year,2011,4/5/11,average,0.006,2011,4,5
Ethanol RIN,Current Year,2011,4/6/11,average,0.006,2011,4,6
Ethanol RIN,Current Year,2011,4/7/11,average,0.0055,2011,4,7
Ethanol RIN,Current Year,2011,4/8/11,average,0.00575,2011,4,8
Ethanol RIN,Current Year,2011,4/11/11,average,0.00475,2011,4,11
Ethanol RIN,Current Year,2011,4/12/11,average,0.0045,2011,4,12
Ethanol RIN,Current Year,2011,4/13/11,average,0.0045,2011,4,13
Ethanol RIN,Current Year,2011,4/14/11,average,0.005,2011,4,14
Ethanol RIN,Current Year,2011,4/15/11,average,0.004,2011,4,15
Ethanol RIN,Current Year,2011,4/18/11,average,0.00425,2011,4,18
Ethanol RIN,Current Year,2011,4/19/11,average,0.004,2011,4,19
Ethanol RIN,Current Year,2011,4/20/11,average,0.0035,2011,4,20
Ethanol RIN,Current Year,2011,4/21/11,average,0.00325,2011,4,21
Ethanol RIN,Current Year,2011,4/25/11,average,0.0035,2011,4,25
Ethanol RIN,Current Year,2011,4/26/11,average,0.0025,2011,4,26
Ethanol RIN,Current Year,2011,4/27/11,average,0.003,2011,4,27
Ethanol RIN,Current Year,2011,4/28/11,average,0.00275,2011,4,28
Ethanol RIN,Current Year,2011,4/29/11,average,0.003,2011,4,29
Ethanol RIN,Current Year,2011,5/2/11,average,0.00275,2011,5,2
Ethanol RIN,Current Year,2011,5/3/11,average,0.00275,2011,5,3
Ethanol RIN,Current Year,2011,5/4/11,average,0.00275,2011,5,4
Ethanol RIN,Current Year,2011,5/5/11,average,0.00275,2011,5,5
Ethanol RIN,Current Year,2011,5/6/11,average,0.00275,2011,5,6
Ethanol RIN,Current Year,2011,5/9/11,average,0.0035,2011,5,9
Ethanol RIN,Current Year,2011,5/10/11,average,0.0035,2011,5,10
Ethanol RIN,Current Year,2011,5/11/11,average,0.0035,2011,5,11
Ethanol RIN,Current Year,2011,5/12/11,average,0.004,2011,5,12
Ethanol RIN,Current Year,2011,5/13/11,average,0.0039,2011,5,13
Ethanol RIN,Current Year,2011,5/16/11,average,0.004,2011,5,16
Ethanol RIN,Current Year,2011,5/17/11,average,0.00375,2011,5,17
Ethanol RIN,Current Year,2011,5/18/11,average,0.00425,2011,5,18
Ethanol RIN,Current Year,2011,5/19/11,average,0.00425,2011,5,19
Ethanol RIN,Current Year,2011,5/20/11,average,0.00425,2011,5,20
Ethanol RIN,Current Year,2011,5/23/11,average,0.00425,2011,5,23
Ethanol RIN,Current Year,2011,5/24/11,average,0.00425,2011,5,24
Ethanol RIN,Current Year,2011,5/25/11,average,0.005,2011,5,25
Ethanol RIN,Current Year,2011,5/26/11,average,0.00425,2011,5,26
Ethanol RIN,Current Year,2011,5/27/11,average,0.0043,2011,5,27
Ethanol RIN,Current Year,2011,5/31/11,average,0.0045,2011,5,31
Ethanol RIN,Current Year,2011,6/1/11,average,0.0045,2011,6,1
Ethanol RIN,Current Year,2011,6/2/11,average,0.005,2011,6,2
Ethanol RIN,Current Year,2011,6/3/11,average,0.00525,2011,6,3
Ethanol RIN,Current Year,2011,6/6/11,average,0.0045,2011,6,6
Ethanol RIN,Current Year,2011,6/7/11,average,0.0045,2011,6,7
Ethanol RIN,Current Year,2011,6/8/11,average,0.00475,2011,6,8
Ethanol RIN,Current Year,2011,6/9/11,average,0.00625,2011,6,9
Ethanol RIN,Current Year,2011,6/10/11,average,0.005,2011,6,10
Ethanol RIN,Current Year,2011,6/13/11,average,0.005,2011,6,13
Ethanol RIN,Current Year,2011,6/14/11,average,0.005,2011,6,14
Ethanol RIN,Current Year,2011,6/15/11,average,0.003,2011,6,15
Ethanol RIN,Current Year,2011,6/16/11,average,0.00475,2011,6,16
Ethanol RIN,Current Year,2011,6/17/11,average,0.00425,2011,6,17
Ethanol RIN,Current Year,2011,6/20/11,average,0.005,2011,6,20
Ethanol RIN,Current Year,2011,6/21/11,average,0.005,2011,6,21
Ethanol RIN,Current Year,2011,6/22/11,average,0.0045,2011,6,22
Ethanol RIN,Current Year,2011,6/23/11,average,0.0045,2011,6,23
Ethanol RIN,Current Year,2011,6/24/11,average,0.004,2011,6,24
Ethanol RIN,Current Year,2011,6/27/11,average,0.0045,2011,6,27
Ethanol RIN,Current Year,2011,6/28/11,average,0.00475,2011,6,28
Ethanol RIN,Current Year,2011,6/29/11,average,0.00475,2011,6,29
Ethanol RIN,Current Year,2011,6/30/11,average,0.0035,2011,6,30
Ethanol RIN,Current Year,2011,7/1/11,average,0.0045,2011,7,1
Ethanol RIN,Current Year,2011,7/5/11,average,0.0035,2011,7,5
Ethanol RIN,Current Year,2011,7/6/11,average,0.0045,2011,7,6
Ethanol RIN,Current Year,2011,7/7/11,average,0.0045,2011,7,7
