product_name,yearID,monthID,AVG(price)
"Biodiesel RIN",2015,12,0.7662499999999998
"Biodiesel RIN",2016,1,0.7248736842105263
"Biodiesel RIN",2016,2,0.7793150000000001
"Biodiesel RIN",2016,3,0.7777409090909092
"Biodiesel RIN",2016,4,0.813290476190476
"Biodiesel RIN",2016,5,0.8087095238095239
"Biodiesel RIN",2016,6,0.8849681818181817
"Biodiesel RIN",2016,7,1.0128249999999999
"Biodiesel RIN",2016,8,0.9935
"Cellulosic RIN",2015,3,0.64
"Cellulosic RIN",2015,4,0.6400000000000001
"Cellulosic RIN",2015,5,0.6400000000000001
"Cellulosic RIN",2015,6,0.6400000000000001
"Cellulosic RIN",2015,7,0.6400000000000001
"Cellulosic RIN",2015,8,0.6400000000000001
"Cellulosic RIN",2015,9,0.6400000000000001
"Cellulosic RIN",2015,10,0.6400000000000001
"Cellulosic RIN",2015,11,0.6400000000000001
"Cellulosic RIN",2015,12,0.6400000000000001
"Cellulosic RIN",2016,1,1.3299999999999994
"Cellulosic RIN",2016,2,1.3299999999999994
"Cellulosic RIN",2016,3,1.8159090909090911
"Cellulosic RIN",2016,4,1.7732142857142863
"Cellulosic RIN",2016,5,1.7642857142857138
"Cellulosic RIN",2016,6,1.7756818181818184
"Cellulosic RIN",2016,7,1.8297500000000002
"Cellulosic RIN",2016,8,1.8799999999999997
"Ethanol RIN",2010,1,0.0025000000000000005
"Ethanol RIN",2010,2,0.002526315789473685
"Ethanol RIN",2010,3,0.02156521739130435
"Ethanol RIN",2010,4,0.009714285714285717
"Ethanol RIN",2010,5,0.007750000000000004
"Ethanol RIN",2010,6,0.005488636363636366
"Ethanol RIN",2010,7,0.0044166666666666686
"Ethanol RIN",2010,8,0.006886363636363638
"Ethanol RIN",2010,9,0.0183452380952381
"Ethanol RIN",2010,10,0.017464285714285717
"Ethanol RIN",2010,11,0.0166875
"Ethanol RIN",2010,12,0.011000000000000005
"Ethanol RIN",2011,1,0.006275000000000001
"Ethanol RIN",2011,2,0.0052105263157894745
"Ethanol RIN",2011,3,0.009358695652173916
"Ethanol RIN",2011,4,0.0044375000000000005
"Ethanol RIN",2011,5,0.003771428571428573
"Ethanol RIN",2011,6,0.004647727272727275
"Ethanol RIN",2011,7,0.004350000000000001
"Ethanol RIN",2011,8,0.003606521739130436
"Ethanol RIN",2011,9,0.003185714285714287
"Ethanol RIN",2011,10,0.00250952380952381
"Ethanol RIN",2011,11,0.0022025000000000005
"Ethanol RIN",2011,12,0.0013261904761904763
"Ethanol RIN",2012,1,0.019612499999999998
"Ethanol RIN",2012,2,0.020545
"Ethanol RIN",2012,3,0.02333636363636364
"Ethanol RIN",2012,4,0.020062500000000004
"Ethanol RIN",2012,5,0.016372727272727275
"Ethanol RIN",2012,6,0.012878571428571432
"Ethanol RIN",2012,7,0.03748809523809524
"Ethanol RIN",2012,8,0.040654347826086956
"Ethanol RIN",2012,9,0.027571052631578954
"Ethanol RIN",2012,10,0.03536521739130435
"Ethanol RIN",2012,11,0.03903249999999999
"Ethanol RIN",2012,12,0.05086250000000001
"Ethanol RIN",2013,1,0.13376190476190478
"Ethanol RIN",2013,2,0.3361842105263158
"Ethanol RIN",2013,3,0.759875
"Ethanol RIN",2013,4,0.7173863636363637
"Ethanol RIN",2013,5,0.8319431818181819
"Ethanol RIN",2013,6,0.93475
"Ethanol RIN",2013,7,1.161761363636364
"Ethanol RIN",2013,8,0.7876136363636363
"Ethanol RIN",2013,9,0.601125
"Ethanol RIN",2013,10,0.3252717391304348
"Ethanol RIN",2013,11,0.24256578947368423
"Ethanol RIN",2013,12,0.3158928571428571
"Ethanol RIN",2014,1,0.32114264705882356
"Ethanol RIN",2014,2,0.5173684210526316
"Ethanol RIN",2014,3,0.5016666666666667
"Ethanol RIN",2014,4,0.43934761904761904
"Ethanol RIN",2014,5,0.44732857142857146
"Ethanol RIN",2014,6,0.4904714285714286
"Ethanol RIN",2014,7,0.5114772727272728
"Ethanol RIN",2014,8,0.5095333333333333
"Ethanol RIN",2014,9,0.46937142857142855
"Ethanol RIN",2014,10,0.46823043478260873
"Ethanol RIN",2014,11,0.5023111111111112
"Ethanol RIN",2014,12,0.6444954545454545
"Ethanol RIN",2015,1,0.719375
"Ethanol RIN",2015,2,0.7150052631578946
"Ethanol RIN",2015,3,0.68495
"Ethanol RIN",2015,4,0.7049
"Ethanol RIN",2015,5,0.70464
"Ethanol RIN",2015,6,0.4381954545454547
"Ethanol RIN",2015,7,0.4348954545454546
"Ethanol RIN",2015,8,0.38894761904761904
"Ethanol RIN",2015,9,0.33454285714285714
"Ethanol RIN",2015,10,0.37114545454545456
"Ethanol RIN",2015,11,0.4249473684210525
"Ethanol RIN",2015,12,0.7121045454545454
"Ethanol RIN",2016,1,0.6694263157894739
"Ethanol RIN",2016,2,0.721075
"Ethanol RIN",2016,3,0.7230772727272726
"Ethanol RIN",2016,4,0.7319809523809524
"Ethanol RIN",2016,5,0.7614380952380952
"Ethanol RIN",2016,6,0.843990909090909
"Ethanol RIN",2016,7,0.9505250000000001
"Ethanol RIN",2016,8,0.91328
