price_hub,trade_date,delivery_start_date,delivery_end_date,high_price,low_price,wtd_avg_price,change,vol,num_trades,num_companies,year
Mid Columbia Peak,1-Oct-01,2-Oct-01,2-Oct-01,27,24.5,26.02,4.33,"5,200",12,10,2001
Mid Columbia Peak,2-Oct-01,3-Oct-01,3-Oct-01,24,23.25,23.47,-2.55,"4,400",11,12,2001
Mid Columbia Peak,3-Oct-01,4-Oct-01,4-Oct-01,23,22.5,22.81,-0.66,"5,200",13,10,2001
Mid Columbia Peak,4-Oct-01,5-Oct-01,6-Oct-01,21.75,21.5,21.59,-1.22,"3,200",4,7,2001
Mid Columbia Peak,5-Oct-01,8-Oct-01,8-Oct-01,23,22.65,22.78,1.19,"2,000",5,5,2001
Mid Columbia Peak,8-Oct-01,9-Oct-01,9-Oct-01,22.25,22,22.07,-0.71,"2,000",5,5,2001
Mid Columbia Peak,9-Oct-01,10-Oct-01,10-Oct-01,21.5,20.75,21.03,-1.04,"1,200",3,5,2001
Mid Columbia Peak,10-Oct-01,11-Oct-01,11-Oct-01,21.6,21.25,21.43,0.39,800,2,4,2001
Mid Columbia Peak,11-Oct-01,12-Oct-01,13-Oct-01,23.5,23.5,23.5,2.08,800,1,2,2001
Mid Columbia Peak,12-Oct-01,15-Oct-01,15-Oct-01,24.65,24.65,24.65,1.15,800,1,2,2001
Mid Columbia Peak,15-Oct-01,16-Oct-01,16-Oct-01,23.25,22.5,23.01,-1.64,"2,800",7,8,2001
Mid Columbia Peak,16-Oct-01,17-Oct-01,17-Oct-01,23,22.5,22.83,-0.18,"2,400",5,6,2001
Mid Columbia Peak,17-Oct-01,18-Oct-01,18-Oct-01,26.75,26,26.38,3.54,800,2,4,2001
Mid Columbia Peak,18-Oct-01,19-Oct-01,20-Oct-01,24.5,24.25,24.38,-2,"1,600",2,4,2001
Mid Columbia Peak,19-Oct-01,22-Oct-01,22-Oct-01,27.25,27,27.17,2.79,"1,200",3,5,2001
Mid Columbia Peak,22-Oct-01,23-Oct-01,25-Oct-01,29,28.25,28.63,1.46,"2,400",2,4,2001
Mid Columbia Peak,25-Oct-01,26-Oct-01,27-Oct-01,35,31.5,33.5,4.88,"3,200",4,7,2001
Mid Columbia Peak,26-Oct-01,29-Oct-01,29-Oct-01,33,32,32.79,-0.71,"2,800",7,8,2001
Mid Columbia Peak,29-Oct-01,30-Oct-01,30-Oct-01,39.75,38,39.06,6.28,"1,600",4,5,2001
Mid Columbia Peak,30-Oct-01,31-Oct-01,31-Oct-01,39,37.75,38.69,-0.38,"1,600",4,7,2001
Mid Columbia Peak,31-Oct-01,1-Nov-01,1-Nov-01,36.5,30,34.49,-4.2,"4,400",11,10,2001
Mid Columbia Peak,1-Nov-01,2-Nov-01,3-Nov-01,31,29,29.81,-4.68,"4,800",6,10,2001
Mid Columbia Peak,2-Nov-01,5-Nov-01,5-Nov-01,30,28,29.18,-0.63,"2,400",6,8,2001
Mid Columbia Peak,5-Nov-01,6-Nov-01,6-Nov-01,24.75,24,24.37,-4.81,"3,600",9,8,2001
Mid Columbia Peak,6-Nov-01,7-Nov-01,7-Nov-01,27.5,25.75,26.28,1.91,"3,200",8,7,2001
Mid Columbia Peak,7-Nov-01,8-Nov-01,9-Nov-01,28.25,26.75,27.61,1.33,"5,600",6,7,2001
Mid Columbia Peak,8-Nov-01,10-Nov-01,10-Nov-01,28.25,26.25,27.13,-0.48,"3,200",8,7,2001
Mid Columbia Peak,9-Nov-01,12-Nov-01,13-Nov-01,31.5,27.55,29.43,2.3,"15,200",16,13,2001
Mid Columbia Peak,13-Nov-01,14-Nov-01,14-Nov-01,24,22.5,23.27,-6.16,"6,000",15,12,2001
Mid Columbia Peak,14-Nov-01,15-Nov-01,15-Nov-01,19.5,18.75,19.15,-4.12,"2,000",5,8,2001
Mid Columbia Peak,15-Nov-01,16-Nov-01,17-Nov-01,17.5,16.75,17.11,-2.04,"6,400",8,8,2001
Mid Columbia Peak,16-Nov-01,19-Nov-01,19-Nov-01,19,17.25,17.85,0.74,"2,000",4,5,2001
Mid Columbia Peak,19-Nov-01,20-Nov-01,21-Nov-01,14.25,13.25,13.65,-4.2,"8,000",10,9,2001
Mid Columbia Peak,20-Nov-01,23-Nov-01,24-Nov-01,18.25,17,17.83,4.18,"7,200",9,11,2001
Mid Columbia Peak,21-Nov-01,26-Nov-01,26-Nov-01,21.5,20,20.65,2.82,"4,400",11,11,2001
Mid Columbia Peak,26-Nov-01,27-Nov-01,27-Nov-01,21.75,19,20.22,-0.43,"3,600",9,8,2001
Mid Columbia Peak,27-Nov-01,28-Nov-01,28-Nov-01,29,26.5,27.98,7.75,"4,000",10,10,2001
Mid Columbia Peak,28-Nov-01,29-Nov-01,30-Nov-01,30.5,27,29,1.03,"8,000",10,8,2001
Mid Columbia Peak,29-Nov-01,1-Dec-01,1-Dec-01,30.5,26,28.71,-0.29,"5,200",13,14,2001
Mid Columbia Peak,30-Nov-01,3-Dec-01,3-Dec-01,29,27.25,27.69,-1.02,"5,200",12,12,2001
Mid Columbia Peak,3-Dec-01,4-Dec-01,4-Dec-01,25.75,25.75,25.75,-1.94,400,1,2,2001
Mid Columbia Peak,4-Dec-01,5-Dec-01,5-Dec-01,29.5,26.5,27.41,1.66,"3,200",8,10,2001
Mid Columbia Peak,5-Dec-01,6-Dec-01,6-Dec-01,28,27.25,27.75,0.34,"4,000",9,11,2001
Mid Columbia Peak,6-Dec-01,7-Dec-01,8-Dec-01,26.75,26.25,26.46,-1.29,"9,600",12,11,2001
Mid Columbia Peak,7-Dec-01,10-Dec-01,10-Dec-01,28.5,26.75,27.19,0.73,"4,000",10,10,2001
Mid Columbia Peak,10-Dec-01,11-Dec-01,11-Dec-01,27.5,26.5,27.08,-0.11,"4,000",9,12,2001
Mid Columbia Peak,11-Dec-01,12-Dec-01,12-Dec-01,36.5,32,34.2,7.13,"2,000",5,6,2001
Mid Columbia Peak,12-Dec-01,13-Dec-01,13-Dec-01,35.5,33.5,34.18,-0.02,"2,800",7,9,2001
Mid Columbia Peak,13-Dec-01,14-Dec-01,15-Dec-01,32.25,30,31.4,-2.78,"10,400",13,12,2001
Mid Columbia Peak,14-Dec-01,17-Dec-01,17-Dec-01,30,27,28.08,-3.33,"4,000",9,9,2001
Mid Columbia Peak,17-Dec-01,18-Dec-01,18-Dec-01,29,27.5,28.25,0.18,"5,600",13,13,2001
Mid Columbia Peak,18-Dec-01,19-Dec-01,19-Dec-01,28.1,27,27.66,-0.59,"8,800",19,11,2001
Mid Columbia Peak,19-Dec-01,20-Dec-01,22-Dec-01,24.75,22.75,23.66,-4.01,"19,200",15,10,2001
Mid Columbia Peak,20-Dec-01,24-Dec-01,24-Dec-01,20,19,19.69,-3.97,"5,600",12,11,2001
Mid Columbia Peak,21-Dec-01,26-Dec-01,26-Dec-01,20,20,20,0.31,800,2,4,2001
Mid Columbia Peak,26-Dec-01,27-Dec-01,29-Dec-01,24.5,23,23.23,3.23,"14,400",9,9,2001
Mid Columbia Peak,27-Dec-01,31-Dec-01,31-Dec-01,23.1,22.75,22.84,-0.39,"6,000",13,11,2001
Mid Columbia Peak,28-Dec-01,2-Jan-02,2-Jan-02,25.5,23.75,24.78,1.94,"4,000",10,13,2001
Mid Columbia Peak,2-Jan-02,3-Jan-02,3-Jan-02,24,22.6,23.25,-1.53,"6,400",14,16,2002
Mid Columbia Peak,3-Jan-02,4-Jan-02,5-Jan-02,19.5,18.25,18.97,-4.28,"6,400",8,9,2002
Mid Columbia Peak,4-Jan-02,7-Jan-02,7-Jan-02,21.25,18,19.32,0.35,"5,600",14,10,2002
Mid Columbia Peak,7-Jan-02,8-Jan-02,8-Jan-02,18,17,17.24,-2.08,"7,200",12,10,2002
Mid Columbia Peak,8-Jan-02,9-Jan-02,9-Jan-02,19,18,18.61,1.38,"7,200",17,17,2002
Mid Columbia Peak,9-Jan-02,10-Jan-02,10-Jan-02,19.1,18.15,18.74,0.12,"5,600",14,13,2002
Mid Columbia Peak,10-Jan-02,11-Jan-02,12-Jan-02,17.5,16.75,17.18,-1.55,"14,400",18,14,2002
Mid Columbia Peak,11-Jan-02,14-Jan-02,14-Jan-02,19,18.5,18.81,1.62,"6,000",15,11,2002
Mid Columbia Peak,14-Jan-02,15-Jan-02,15-Jan-02,21.25,19,20.32,1.52,"13,200",32,15,2002
Mid Columbia Peak,15-Jan-02,16-Jan-02,16-Jan-02,21.75,20.1,20.8,0.48,"12,800",32,19,2002
Mid Columbia Peak,16-Jan-02,17-Jan-02,18-Jan-02,22.75,20.5,21.44,0.63,"27,200",33,20,2002
Mid Columbia Peak,17-Jan-02,19-Jan-02,19-Jan-02,19.25,18.25,18.82,-2.62,"8,400",21,15,2002
Mid Columbia Peak,18-Jan-02,21-Jan-02,22-Jan-02,19.75,18.7,19.08,0.26,"20,800",26,18,2002
Mid Columbia Peak,22-Jan-02,23-Jan-02,23-Jan-02,19,18.5,18.85,-0.23,"5,200",12,13,2002
Mid Columbia Peak,23-Jan-02,24-Jan-02,24-Jan-02,19,18.65,18.86,0.01,"9,600",21,17,2002
Mid Columbia Peak,24-Jan-02,25-Jan-02,26-Jan-02,19.25,18.4,18.79,-0.07,"25,600",25,18,2002
Mid Columbia Peak,25-Jan-02,28-Jan-02,28-Jan-02,22.5,21.85,22.17,3.39,"12,400",26,19,2002
Mid Columbia Peak,28-Jan-02,29-Jan-02,29-Jan-02,22,19.8,20.31,-1.87,"14,800",33,16,2002
Mid Columbia Peak,29-Jan-02,30-Jan-02,30-Jan-02,19.75,18.95,19.1,-1.21,"9,200",22,20,2002
Mid Columbia Peak,30-Jan-02,31-Jan-02,31-Jan-02,20.2,19,19.69,0.6,"10,000",22,14,2002
Mid Columbia Peak,31-Jan-02,1-Feb-02,2-Feb-02,21,18.75,19.53,-0.16,"29,600",36,22,2002
Mid Columbia Peak,1-Feb-02,4-Feb-02,4-Feb-02,21,19.75,20.54,1,"16,800",32,19,2002
Mid Columbia Peak,4-Feb-02,5-Feb-02,5-Feb-02,20.5,19,19.46,-1.08,"22,000",48,26,2002
Mid Columbia Peak,5-Feb-02,6-Feb-02,6-Feb-02,20.75,19.75,20.37,0.91,"16,400",37,23,2002
Mid Columbia Peak,6-Feb-02,7-Feb-02,7-Feb-02,20.7,20,20.46,0.1,"21,200",42,19,2002
Mid Columbia Peak,7-Feb-02,8-Feb-02,9-Feb-02,18.75,18.1,18.39,-2.07,"32,000",39,24,2002
Mid Columbia Peak,8-Feb-02,11-Feb-02,11-Feb-02,19.75,18.25,18.7,0.31,"14,400",36,22,2002
Mid Columbia Peak,11-Feb-02,12-Feb-02,12-Feb-02,20,17.6,18.33,-0.38,"14,400",35,21,2002
Mid Columbia Peak,12-Feb-02,13-Feb-02,13-Feb-02,22,20,21.04,2.72,"19,600",47,24,2002
Mid Columbia Peak,13-Feb-02,14-Feb-02,15-Feb-02,23,20,21.56,0.51,"52,000",51,24,2002
Mid Columbia Peak,14-Feb-02,16-Feb-02,16-Feb-02,20.5,18.5,19.96,-1.59,"17,600",43,24,2002
Mid Columbia Peak,15-Feb-02,18-Feb-02,19-Feb-02,23.5,21.25,22.24,2.28,"54,400",47,26,2002
Mid Columbia Peak,19-Feb-02,20-Feb-02,20-Feb-02,22,21,21.52,-0.73,"16,400",36,16,2002
Mid Columbia Peak,20-Feb-02,21-Feb-02,21-Feb-02,24,21.5,22.19,0.67,"18,800",45,22,2002
Mid Columbia Peak,21-Feb-02,22-Feb-02,23-Feb-02,22.95,22,22.43,0.24,"30,400",36,22,2002
Mid Columbia Peak,22-Feb-02,25-Feb-02,25-Feb-02,23.25,22.45,22.73,0.3,"17,600",41,22,2002
Mid Columbia Peak,25-Feb-02,26-Feb-02,26-Feb-02,23.75,22.25,22.89,0.15,"21,600",53,24,2002
Mid Columbia Peak,26-Feb-02,27-Feb-02,27-Feb-02,23.15,22.5,22.87,-0.02,"23,200",51,25,2002
Mid Columbia Peak,27-Feb-02,28-Feb-02,28-Feb-02,23.5,22.5,23.1,0.23,"22,400",47,24,2002
Mid Columbia Peak,28-Feb-02,1-Mar-02,2-Mar-02,25,23.75,24.3,1.2,"31,200",37,22,2002
Mid Columbia Peak,1-Mar-02,4-Mar-02,4-Mar-02,27.55,25.75,26.51,2.21,"20,000",48,24,2002
Mid Columbia Peak,4-Mar-02,5-Mar-02,5-Mar-02,42,30,40.04,13.53,"22,800",48,21,2002
Mid Columbia Peak,5-Mar-02,6-Mar-02,6-Mar-02,41.75,38,39.35,-0.7,"22,000",54,27,2002
Mid Columbia Peak,6-Mar-02,7-Mar-02,7-Mar-02,36,33.25,35,-4.35,"19,200",45,27,2002
Mid Columbia Peak,7-Mar-02,8-Mar-02,9-Mar-02,35.5,33,34.44,-0.56,"22,400",28,23,2002
Mid Columbia Peak,8-Mar-02,11-Mar-02,11-Mar-02,35,31,33.93,-0.51,"16,800",37,21,2002
Mid Columbia Peak,11-Mar-02,12-Mar-02,12-Mar-02,34,28.5,30.07,-3.86,"25,600",57,26,2002
Mid Columbia Peak,12-Mar-02,13-Mar-02,13-Mar-02,30,28,29.07,-0.99,"32,000",75,28,2002
Mid Columbia Peak,13-Mar-02,14-Mar-02,14-Mar-02,33.5,29.5,31.24,2.17,"30,800",71,31,2002
Mid Columbia Peak,14-Mar-02,15-Mar-02,16-Mar-02,38,32.2,34.93,3.68,"52,000",60,25,2002
Mid Columbia Peak,15-Mar-02,18-Mar-02,18-Mar-02,59,40,45.7,10.78,"23,600",45,24,2002
Mid Columbia Peak,18-Mar-02,19-Mar-02,19-Mar-02,44.15,39.5,42.03,-3.68,"22,000",53,29,2002
Mid Columbia Peak,19-Mar-02,20-Mar-02,20-Mar-02,41.5,36.75,38.46,-3.57,"24,400",58,27,2002
Mid Columbia Peak,20-Mar-02,21-Mar-02,21-Mar-02,38,34,35.58,-2.87,"18,400",39,25,2002
Mid Columbia Peak,21-Mar-02,22-Mar-02,23-Mar-02,43.5,39.5,41.63,6.05,"40,000",46,25,2002
Mid Columbia Peak,22-Mar-02,25-Mar-02,25-Mar-02,51.5,41,45.51,3.88,"27,200",60,27,2002
Mid Columbia Peak,25-Mar-02,26-Mar-02,26-Mar-02,38,30,35.7,-9.81,"29,200",69,24,2002
Mid Columbia Peak,26-Mar-02,27-Mar-02,27-Mar-02,37.25,35.5,36.4,0.69,"21,200",50,25,2002
Mid Columbia Peak,27-Mar-02,28-Mar-02,29-Mar-02,38,35,36.97,0.57,"60,000",64,26,2002
Mid Columbia Peak,28-Mar-02,30-Mar-02,30-Mar-02,36,30.5,33.38,-3.59,"21,200",47,23,2002
Mid Columbia Peak,29-Mar-02,1-Apr-02,1-Apr-02,34,28,29.74,-3.64,"25,600",54,26,2002
Mid Columbia Peak,1-Apr-02,2-Apr-02,2-Apr-02,26,24,24.7,-5.04,"44,400",89,28,2002
Mid Columbia Peak,2-Apr-02,3-Apr-02,3-Apr-02,34,30,31.79,7.09,"24,400",60,28,2002
Mid Columbia Peak,3-Apr-02,4-Apr-02,4-Apr-02,36.75,34.25,35.19,3.4,"16,400",39,22,2002
Mid Columbia Peak,4-Apr-02,5-Apr-02,6-Apr-02,32.25,29.75,31.48,-3.71,"25,600",31,24,2002
Mid Columbia Peak,5-Apr-02,8-Apr-02,8-Apr-02,31.25,28,29.34,-2.14,"19,600",49,25,2002
Mid Columbia Peak,8-Apr-02,9-Apr-02,9-Apr-02,28.75,26.5,27.69,-1.65,"18,000",45,27,2002
Mid Columbia Peak,9-Apr-02,10-Apr-02,10-Apr-02,27.75,25.5,26.93,-0.76,"22,800",55,26,2002
Mid Columbia Peak,10-Apr-02,11-Apr-02,11-Apr-02,23.75,21,22.3,-4.63,"20,800",52,26,2002
Mid Columbia Peak,11-Apr-02,12-Apr-02,13-Apr-02,18,16.5,17.36,-4.95,"36,000",44,23,2002
Mid Columbia Peak,12-Apr-02,15-Apr-02,15-Apr-02,18,16,16.72,-0.64,"13,600",34,26,2002
Mid Columbia Peak,15-Apr-02,16-Apr-02,18-Apr-02,17.25,15,16.26,-0.46,"42,000",33,28,2002
Mid Columbia Peak,16-Apr-02,19-Apr-02,20-Apr-02,15,14,14.38,-1.88,"3,200",4,6,2002
Mid Columbia Peak,17-Apr-02,19-Apr-02,20-Apr-02,13.75,13,13.47,-0.91,"4,000",5,5,2002
Mid Columbia Peak,18-Apr-02,19-Apr-02,20-Apr-02,13,10.5,11.18,-2.29,"34,400",34,25,2002
Mid Columbia Peak,19-Apr-02,22-Apr-02,22-Apr-02,14,11.5,12.28,1.1,"17,200",41,26,2002
Mid Columbia Peak,22-Apr-02,23-Apr-02,23-Apr-02,16.75,12.75,15.56,3.28,"24,800",59,26,2002
Mid Columbia Peak,23-Apr-02,24-Apr-02,24-Apr-02,24,21.25,22.69,7.13,"18,400",45,23,2002
Mid Columbia Peak,24-Apr-02,25-Apr-02,25-Apr-02,23.75,20,22.76,0.07,"22,400",49,28,2002
Mid Columbia Peak,25-Apr-02,26-Apr-02,27-Apr-02,20.5,19.25,19.97,-2.78,"31,200",36,23,2002
Mid Columbia Peak,26-Apr-02,29-Apr-02,29-Apr-02,21,19.25,19.84,-0.13,"14,800",33,26,2002
Mid Columbia Peak,29-Apr-02,30-Apr-02,30-Apr-02,19.4,18,18.83,-1.01,"18,000",41,23,2002
Mid Columbia Peak,30-Apr-02,1-May-02,1-May-02,23,21.5,22.01,3.17,"15,600",39,25,2002
Mid Columbia Peak,1-May-02,2-May-02,2-May-02,22.75,21.25,22.17,0.16,"13,200",33,25,2002
Mid Columbia Peak,2-May-02,3-May-02,4-May-02,22,20.5,21.32,-0.85,"36,000",42,27,2002
Mid Columbia Peak,3-May-02,6-May-02,6-May-02,28.75,26,27.12,5.8,"19,200",43,26,2002
Mid Columbia Peak,6-May-02,7-May-02,7-May-02,25.5,23.25,24.44,-2.68,"19,600",48,24,2002
Mid Columbia Peak,7-May-02,8-May-02,8-May-02,26.5,22.5,23.81,-0.63,"22,800",54,22,2002
Mid Columbia Peak,8-May-02,9-May-02,9-May-02,29.25,25,26.88,3.06,"16,400",39,23,2002
Mid Columbia Peak,9-May-02,10-May-02,11-May-02,26,21,24.77,-2.11,"40,000",48,30,2002
Mid Columbia Peak,10-May-02,13-May-02,13-May-02,26.75,24.5,25.41,0.64,"24,400",61,28,2002
Mid Columbia Peak,13-May-02,14-May-02,14-May-02,29.25,25.25,26.34,0.92,"27,200",59,29,2002
